None,ticker,dimension,calendardate,datekey,reportperiod,lastupdated,accoci,assets,assetsavg,assetsc,assetsnc,assetturnover,bvps,capex,cashneq,cashnequsd,cor,consolinc,currentratio,de,debt,debtc,debtnc,debtusd,deferredrev,depamor,deposits,divyield,dps,ebit,ebitda,ebitdamargin,ebitdausd,ebitusd,ebt,eps,epsdil,epsusd,equity,equityavg,equityusd,ev,evebit,evebitda,fcf,fcfps,fxusd,gp,grossmargin,intangibles,intexp,invcap,invcapavg,inventory,investments,investmentsc,investmentsnc,liabilities,liabilitiesc,liabilitiesnc,marketcap,ncf,ncfbus,ncfcommon,ncfdebt,ncfdiv,ncff,ncfi,ncfinv,ncfo,ncfx,netinc,netinccmn,netinccmnusd,netincdis,netincnci,netmargin,opex,opinc,payables,payoutratio,pb,pe,pe1,ppnenet,prefdivis,price,ps,ps1,receivables,retearn,revenue,revenueusd,rnd,roa,roe,roic,ros,sbcomp,sgna,sharefactor,sharesbas,shareswa,shareswadil,sps,tangibles,taxassets,taxexp,taxliabilities,tbvps,workingcapital,cash_flow_yield,dividend_yield,book_price,earings_yield,fcfev,fcfmargin,earings_yield_z
39,WELL,ART,2023-06-30,2023-08-01,2023-06-30,2023-08-07,-95594000,40064135000,38466436250.0,,,0.162,42.492,-1202808000.0,2299069000,2299069000,3767443000.0,134122000.0,,0.843,16339907000,,,16339907000,0,1377042000.0,0,0.029,2.44,700748000.0,2077790000.0,0.334,2077790000.0,700748000.0,123935000.0,0.24,0.22,0.24,21204441000,20279179250.0,21204441000,57925317999.0,83.0,27.878,198872000.0,0.399,1.0,2451139000.0,0.394,68321000,576813000.0,54036652000,52924633250.0,0,2615642000,,,17871021000,,,43884479999.0,1856818000.0,-1510059000.0,3644201000.0,802125000.0,-1185282000.0,3389972000.0,-2944770000.0,-191073000.0,1401680000.0,9936000.0,118218000.0,118218000.0,118218000.0,0.0,15904000.0,0.019,1670861000.0,780278000.0,0,10.167,2.07,371.217,352.5,33575644000,0.0,84.6,7.057,6.789,1505459000,-7183035000.0,6218582000.0,6218582000.0,0.0,0.003,0.006,0.013,0.113,32643000.0,164788000.0,1.0,518729078,499023000,501970000.0,12.462,39995814000,0,5717000.0,0,80.148,,0.031940221236116735,0.02884160756501182,0.48318770099322556,0.0028368794326241137,0.003433248307819963,0.004716312056737589,-0.5568006313681315
41,WEC,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-04,-6900000,43019300000,42112075000.0,2457600000.0,40561700000.0,0.22,37.037,-2403700000.0,54700000,54700000,6216000000.0,1351500000.0,0.6,2.683,18076100000,2467800000.0,15608300000.0,18076100000,363500000,1184300000.0,0,0.034,3.015,2236700000.0,3421000000.0,0.369,3421000000.0,2236700000.0,1608100000.0,4.29,4.29,4.29,11681400000,11512600000.0,11681400000,45861651706.0,21.0,13.406,-351300000.0,-1.114,1.0,3063500000.0,0.33,3052800000,628600000.0,53891000000,52462650000.0,603700000,1955900000,0.0,1955900000.0,31337900000,4096900000.0,27241000000.0,27840251706.0,35200000.0,-1437600000.0,-17400000.0,2781300000.0,-951000000.0,1789100000.0,-3806300000.0,10400000.0,2052400000.0,0.0,1353100000.0,1351900000.0,1351900000.0,0.0,-1600000.0,0.146,1184300000.0,1879200000.0,748500000,0.703,2.383,20.593,20.573,31010400000,1200000.0,88.26,3.0,3.0,1315100000,7570400000.0,9279500000.0,9279500000.0,0.0,0.032,0.117,0.043,0.241,0.0,0.0,1.0,315434531,315400000,315900000.0,29.421,39966500000,215100000,255000000.0,4774000000,126.717,-1639300000.0,0.07372059784781602,0.03416043507817811,0.419586723689085,0.04860639021074099,-0.007659994503731318,-0.01262179922954906,0.10305671048138583
43,WDC,ART,2023-06-30,2023-08-22,2023-06-30,2023-08-22,-516000000,24429000000,25078250000.0,7886000000.0,16543000000.0,0.491,34.11,-807000000.0,2023000000,2023000000,10431000000.0,-1706000000.0,1.451,1.171,7070000000,1213000000.0,5857000000.0,7070000000,0,828000000.0,0,0.0,0.0,-1248000000.0,-420000000.0,-0.034,-420000000.0,-1248000000.0,-1560000000.0,-5.44,-5.44,-5.44,10847000000,11670000000.0,10847000000,18058034744.0,-14.0,-42.995,-1215000000.0,-3.821,1.0,1887000000.0,0.153,10117000000,312000000.0,13925000000,14937500000.0,3698000000,1297000000,0.0,1297000000.0,12706000000,5434000000.0,7272000000.0,13011034744.0,-304000000.0,45000000.0,93000000.0,-19000000.0,0.0,875000000.0,-762000000.0,0.0,-408000000.0,-9000000.0,-1706000000.0,-1730000000.0,-1730000000.0,0.0,0.0,-0.14,3172000000.0,-1285000000.0,1585000000,0.0,1.2,-7.521,-7.43,3620000000,24000000.0,40.42,1.056,1.043,1598000000,7424000000.0,12318000000.0,12318000000.0,2009000000.0,-0.069,-0.148,-0.084,-0.101,318000000.0,970000000.0,1.0,321895961,318000000,318000000.0,38.736,14312000000,0,146000000.0,999000000,45.006,2452000000.0,-0.031357997886228686,0.0,0.8336769683135357,-0.13458683819891143,-0.06728306912820059,-0.09453240969816923,-2.5380332790803997
45,WBD,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-1042000000,128618000000,132313000000.0,13773000000.0,114845000000.0,0.317,18.651,-1271000000.0,3027000000,3027000000,25902000000.0,-6644000000.0,0.815,1.8,47277000000,3001000000.0,44276000000.0,47277000000,1548000000,8374000000.0,0,0.0,0.0,-5926000000.0,2448000000.0,0.058,2448000000.0,-5926000000.0,-8184000000.0,-2.72,-2.72,-2.72,45452000000,46890000000.0,45452000000,75667884916.0,-13.0,30.91,3082000000.0,1.265,1.0,15987000000.0,0.382,100888000000,2258000000.0,55074000000,57440500000.0,0,0,0.0,0.0,81833000000,16906000000.0,64927000000.0,31417884916.0,-819000000.0,1089000000.0,0.0,-5253000000.0,0.0,-5268000000.0,77000000.0,167000000.0,4353000000.0,19000000.0,-6718000000.0,-6718000000.0,-6718000000.0,0.0,74000000.0,-0.16,21534000000.0,-5547000000.0,1689000000,0.0,0.691,-4.677,-4.739,5473000000,0.0,12.89,0.75,0.75,6770000000,-105000000.0,41889000000.0,41889000000.0,0.0,-0.051,-0.143,-0.103,-0.141,450000000.0,10050000000.0,1.0,2437384400,2437000000,2437000000.0,17.189,27730000000,0,-1466000000.0,9718000000,11.379,-3133000000.0,0.1385516565369801,0.0,1.4466919119960533,-0.21101629169899147,0.04073062176141665,0.09813809154383242,-3.6399138796850856
47,WBA,ART,2023-06-30,2023-06-27,2023-05-31,2023-06-28,-2539000000,98605000000,95520750000.0,16542000000.0,82063000000.0,1.425,24.404,-2126000000.0,871000000,871000000,109100000000.0,-3821000000.0,0.632,3.28,36439000000,5417000000.0,31022000000.0,36439000000,0,2140000000.0,0,0.067,1.92,-4728000000.0,-2588000000.0,-0.019,-2588000000.0,-4728000000.0,-5257000000.0,-3.84,-3.84,-3.84,21063000000,22026500000.0,21063000000,60291806868.0,-13.0,-23.297,-821000000.0,-0.951,1.0,27008000000.0,0.198,41949000000,529000000.0,66054000000,66511250000.0,8164000000,3626000000,99000000.0,3527000000.0,69086000000,26170000000.0,42916000000.0,24723806868.0,-3423000000.0,-7221000000.0,-102000000.0,-842000000.0,-1652000000.0,-1679000000.0,-3051000000.0,2048000000.0,1305000000.0,3000000.0,-3315000000.0,-3315000000.0,-3315000000.0,0.0,-504000000.0,-0.024,34349000000.0,-7341000000.0,12029000000,-0.5,1.174,-7.458,-7.458,33613000000,0.0,28.64,0.182,0.182,5843000000,33654000000.0,136108000000.0,136108000000.0,0.0,-0.035,-0.151,-0.071,-0.035,473000000.0,34535000000.0,1.0,863261413,863100000,863800000.0,157.697,56656000000,0,-1942000000.0,1803000000,65.642,-9628000000.0,0.05278313355897713,0.0670391061452514,0.8519319096955825,-0.1340782122905028,-0.013617107243069661,-0.03320530726256983,-2.5307004381954408
48,WAT,ART,2023-06-30,2023-08-02,2023-07-01,2023-08-02,-128800000,4548196000,3551630500.0,1681184000.0,2867012000.0,0.843,13.21,-182172000.0,329693000,329693000,1240747000.0,674537000.0,2.077,4.897,2722962000,75908000.0,2647054000.0,2722962000,324665000,133570000.0,0,0.0,0.0,868360000.0,1001930000.0,0.335,1001930000.0,868360000.0,804325000.0,11.39,11.33,11.39,771229000,565194000.0,771229000,19637728552.0,23.0,19.6,389495000.0,6.671,1.0,1751568000.0,0.585,1963232000,64035000.0,4168846000,3250537000.0,536828000,885000,885000.0,0.0,3776967000,809387000.0,2967580000.0,17244459552.0,-89204000.0,-1285907000.0,-353343000.0,1144782000.0,0.0,799511000.0,-1467484000.0,3233000.0,571667000.0,7102000.0,674537000.0,674537000.0,674537000.0,0.0,0.0,0.225,899248000.0,852320000.0,81918000,0.0,22.36,25.565,25.616,707623000,0.0,291.77,5.763,5.693,693436000,8800064000.0,2992315000.0,2992315000.0,180276000.0,0.19,1.193,0.267,0.29,45576000.0,707583000.0,1.0,59102922,58383000,58501000.0,51.253,2584964000,0,129788000.0,275670000,44.276,871797000.0,0.0331507634829703,0.0,0.044723292004274696,0.03903759810809885,0.01983401486422583,0.022863899646982214,-0.03489621088955746
50,WAB,ART,2023-06-30,2023-07-27,2023-06-30,2023-08-06,-624000000,18985000000,18608000000.0,4663000000.0,14322000000.0,0.483,56.948,-168000000.0,371000000,371000000,6300000000.0,688000000.0,1.117,0.86,4390000000,989000000.0,3401000000.0,4390000000,0,431000000.0,731000000,0.005,0.64,1111000000.0,1542000000.0,0.172,1542000000.0,1111000000.0,909000000.0,3.74,3.74,3.74,10188000000,10064000000.0,10188000000,25052483818.0,23.0,16.247,536000000.0,2.996,1.0,2688000000.0,0.299,12016000000,202000000.0,6815000000,6629250000.0,2317000000,0,0.0,0.0,8758000000,4173000000.0,4585000000.0,21033483818.0,-130000000.0,-243000000.0,-326000000.0,144000000.0,-118000000.0,-422000000.0,-411000000.0,0.0,704000000.0,-1000000.0,678000000.0,678000000.0,678000000.0,0.0,10000000.0,0.075,1592000000.0,1096000000.0,1307000000,0.171,2.065,31.023,31.396,1443000000,0.0,117.42,2.34,2.337,1698000000,4875000000.0,8988000000.0,8988000000.0,218000000.0,0.036,0.067,0.168,0.124,43000000.0,1080000000.0,1.0,179130334,178900000,179400000.0,50.24,6969000000,0,231000000.0,359000000,38.955,490000000.0,0.03347044199104725,0.005450519502640095,0.48437054404089397,0.03185147334355306,0.0213950841718492,0.025515244421733946,-0.13849830548741604
52,VZ,ART,2023-06-30,2023-07-28,2023-06-30,2023-07-28,-1921000000,379955000000,378110250000.0,37388000000.0,342567000000.0,0.357,22.622,-22666000000.0,4803000000,4803000000,56631000000.0,21506000000.0,0.727,2.978,177654000000,19038000000.0,158616000000.0,177654000000,0,17219000000.0,0,0.077,2.61,32005000000.0,49224000000.0,0.365,49224000000.0,32005000000.0,27471000000.0,5.01,5.01,5.01,95193000000,91672000000.0,95193000000,315914480690.0,10.0,6.418,14830000000.0,3.524,1.0,78369000000.0,0.581,191081000000,4534000000.0,310321000000,311036000000.0,1896000000,1015000000,0.0,1015000000.0,283453000000,51404000000.0,232049000000.0,143063480690.0,3012000000.0,34000000.0,0.0,5836000000.0,-10914000000.0,-10278000000.0,-24206000000.0,-1441000000.0,37496000000.0,0.0,21034000000.0,21034000000.0,21034000000.0,0.0,472000000.0,0.156,48446000000.0,29923000000.0,20067000000,0.521,1.503,6.802,6.792,132615000000,0.0,34.03,1.06,1.061,23186000000,86448000000.0,135000000000.0,135000000000.0,0.0,0.056,0.229,0.103,0.237,0.0,31227000000.0,1.0,4204039985,4208000000,4213000000.0,32.082,188874000000,0,6437000000.0,44055000000,44.885,-14016000000.0,0.2620934414509945,0.07669703203056126,0.6653899341808331,0.14722303849544519,0.0469430839878225,0.10355568615927123,1.5248092766103218
54,VTRS,ART,2023-06-30,2023-08-07,2023-06-30,2023-08-07,-3005600000,48695200000,49167550000.0,9778000000.0,38917200000.0,0.317,17.384,-359100000.0,629200000,629200000,9428600000.0,1854200000.0,1.499,1.336,18603600000,1357600000.0,17246000000.0,18603600000,0,2986000000.0,0,0.044,0.48,3143100000.0,6129100000.0,0.393,6129100000.0,3143100000.0,2552100000.0,1.53,1.53,1.53,20843300000,20506450000.0,20843300000,31169257445.0,10.0,5.085,2138600000.0,1.784,1.0,6173300000.0,0.396,32616900000,591000000.0,27528900000,28096275000.0,3641500000,0,0.0,0.0,27851900000,6523800000.0,21328100000.0,13194857445.0,-38000000.0,1282300000.0,-245700000.0,-2542000000.0,-578700000.0,-3367500000.0,843400000.0,100000.0,2497700000.0,-11600000.0,1854200000.0,1854200000.0,1854200000.0,0.0,0.0,0.119,5045500000.0,1127800000.0,1962000000,0.314,0.633,7.116,7.19,2983200000,0.0,11.0,0.846,0.845,3607300000,5369100000.0,15601900000.0,15601900000.0,748500000.0,0.038,0.09,0.112,0.201,140500000.0,4273500000.0,1.0,1199532495,1199000000,1203500000.0,13.012,16078300000,966000000,697900000.0,2565900000,13.41,3254200000.0,0.18929344332904993,0.04363636363636363,1.5796532919647621,0.1390909090909091,0.06861247829768438,0.16218181818181818,1.4075686681522765
56,VTR,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-14552000,25070862000,24380820250.0,,,0.175,24.774,-410417000.0,210347000,210347000,2397006000.0,83657000.0,,1.482,13555708000,,,13555708000,0,1212467000.0,0,0.04,1.8,570138000.0,1782605000.0,0.417,1782605000.0,570138000.0,55986000.0,0.19,0.19,0.19,9968382000,10119925000.0,9968382000,31424201440.0,55.0,17.628,711758000.0,1.769,1.0,1875298000.0,0.439,1045147000,514152000.0,37371076000,35887982250.0,0,0,,,14770747000,,,18078840440.0,35543000.0,-62100000.0,26743000.0,85988000.0,-721924000.0,-659067000.0,-427565000.0,18161000.0,1122175000.0,-1227000.0,77207000.0,77207000.0,77207000.0,0.0,6450000.0,0.018,1381349000.0,493949000.0,1069590000,9.474,1.814,234.161,236.474,23140042000,0.0,44.93,4.232,4.232,0,-5688499000.0,4272304000.0,4272304000.0,0.0,0.003,0.008,0.016,0.133,28503000.0,148158000.0,1.0,402377931,402377931,,10.618,24025715000,6980000,-21221000.0,29702000,59.709,,0.06207118225996136,0.040062319163142665,0.5513839249305306,0.0042288003561095034,0.022649994825135005,0.03937235699977743,-0.5367333589629624
58,VRTX,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,-39800000,20349200000,18545175000.0,13872900000.0,6476300000.0,0.513,60.032,-189500000.0,10151100000,10151100000,1148200000.0,3364900000.0,4.139,0.315,767600000,0.0,767600000.0,767600000,0,155300000.0,0,0.0,0.0,4354100000.0,4509400000.0,0.474,4509400000.0,4354100000.0,4306200000.0,13.09,12.94,13.09,15470200000,14211200000.0,15470200000,83117681696.0,19.0,18.432,3878700000.0,15.051,1.0,8356800000.0,0.879,1691600000,47900000.0,5922000000,4943150000.0,603500000,2442500000,1085200000.0,1357300000.0,4879000000,3352100000.0,1526900000.0,92501181696.0,1449300000.0,-295900000.0,-219900000.0,-81500000.0,0.0,-297400000.0,-2346100000.0,-1860700000.0,4068200000.0,24600000.0,3364900000.0,3364900000.0,3364900000.0,0.0,0.0,0.354,4394500000.0,3962300000.0,363000000,0.0,5.979,27.49,27.38,1446700000,0.0,358.4,9.732,9.717,1556200000,8138300000.0,9505000000.0,9505000000.0,2867400000.0,0.181,0.237,0.881,0.458,488800000.0,1017900000.0,1.0,258094815,257700000,260400000.0,36.884,18657600000,1538000000,941300000.0,0,72.4,10520800000.0,0.04397997869227134,0.0,0.16724326885727744,0.0365234375,0.04666516102056611,0.04199497767857143,-0.07114277126651612
60,VRSN,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-3400000,1677200000,1728000000.0,997400000.0,679800000.0,0.846,-15.572,-26800000.0,343900000,343900000,200700000.0,713400000.0,0.874,-2.037,1789000000,0.0,1789000000.0,1789000000,1260600000,46000000.0,0,0.0,0.0,1006800000.0,1052800000.0,0.72,1052800000.0,1006800000.0,931500000.0,6.76,6.76,6.76,-1617900000,-1579075000.0,-1617900000,23046467079.0,23.0,21.891,856600000.0,8.244,1.0,1261800000.0,0.863,52500000,75300000.0,1928100000,1807950000.0,0,591700000,591700000.0,0.0,3295100000,1141700000.0,2153400000.0,21601367079.0,-262400000.0,0.0,-933300000.0,0.0,0.0,-933300000.0,-212200000.0,-185400000.0,883400000.0,-300000.0,713400000.0,713400000.0,713400000.0,0.0,0.0,0.488,289500000.0,972300000.0,202200000,0.0,-13.351,30.279,30.984,222800000,0.0,209.45,14.77,14.88,0,-13839600000.0,1462500000.0,1462500000.0,88900000.0,0.413,-0.452,0.557,0.688,60200000.0,200600000.0,1.0,103133765,103900000,104000000.0,14.076,1624700000,231600000,218100000.0,43300000,15.637,-144300000.0,0.04089555983976619,0.0,-0.07489803742897637,0.03227500596801146,0.03716838667999297,0.03936022917164001,-0.13239225132580398
62,VRSK,ART,2023-06-30,2023-08-02,2023-06-30,2023-08-02,45700000,4315700000,5610350000.0,854800000.0,3460900000.0,0.41,2.03,1728200000.0,308700000,308700000,731100000.0,503900000.0,1.067,13.639,3079600000,46600000.0,3033000000.0,3079600000,468700000,283800000.0,0,0.006,1.3,844500000.0,1128300000.0,0.49,1128300000.0,844500000.0,710800000.0,3.35,3.33,3.35,294000000,1025175000.0,294000000,36478093469.0,43.0,32.33,2815600000.0,19.44,1.0,1570700000.0,0.682,2263200000,133700000.0,4022600000,4474925000.0,0,0,0.0,0.0,4009900000,800800000.0,3209100000.0,33707193469.0,-172000000.0,986200000.0,-2611800000.0,-636500000.0,-195300000.0,-3971000000.0,2709100000.0,-5000000.0,1087400000.0,2500000.0,503700000.0,503700000.0,503700000.0,233300000.0,200000.0,0.219,475800000.0,1094900000.0,283700000,0.388,114.65,66.919,69.379,778800000,0.0,232.42,14.644,14.624,381300000,6153800000.0,2301800000.0,2301800000.0,0.0,0.09,0.491,0.189,0.367,51500000.0,286100000.0,1.0,145027078,144834494,145500121.0,15.893,2052500000,54000000,207100000.0,141100000,14.171,54000000.0,0.03226017618464929,0.0055933224335255145,0.008722173807510477,0.014413561655623441,0.07718605146929533,0.08364168315979693,-0.3899000324926634
64,VMC,ART,2023-06-30,2023-08-04,2023-06-30,2023-08-04,-151400000,14333600000,14315225000.0,2043700000.0,12289900000.0,0.53,54.074,-627600000.0,168200000,168200000,5854000000.0,726400000.0,2.576,0.987,4411200000,500000.0,4410700000.0,4411200000,149900000,663100000.0,0,0.007,1.66,1135300000.0,1798400000.0,0.237,1798400000.0,1135300000.0,945100000.0,5.46,5.43,5.46,7202600000,6993450000.0,7202600000,34270754420.0,30.0,19.056,702600000.0,5.275,1.0,1728100000.0,0.228,5342600000,190200000.0,12440700000,12338550000.0,594600000,31200000,0.0,31200000.0,7107200000,793300000.0,6313900000.0,30027754420.0,44500000.0,-160200000.0,-49900000.0,-208600000.0,-220700000.0,-498200000.0,-787500000.0,0.0,1330200000.0,0.0,725800000.0,725800000.0,725800000.0,9500000.0,600000.0,0.096,525000000.0,1203100000.0,402100000,0.304,4.169,41.372,41.392,6664200000,0.0,226.0,3.96,3.97,1160400000,4375700000.0,7582100000.0,7582100000.0,0.0,0.051,0.104,0.092,0.15,47200000.0,518100000.0,1.0,132866170,133200000,133800000.0,56.923,8991000000,0,219300000.0,1069800000,67.5,1250400000.0,0.04429901688266172,0.007345132743362831,0.23986475642689767,0.02415929203539823,0.020501445383705096,0.023340707964601772,-0.2493961985330717
66,VLO,ART,2023-06-30,2023-07-27,2023-06-30,2023-07-27,-971000000,60667000000,60288750000.0,23695000000.0,36972000000.0,2.607,72.209,-1707000000.0,5075000000,5075000000,141162000000.0,11412000000.0,1.585,1.264,11323000000,1193000000.0,10130000000.0,11323000000,0,2594000000.0,0,0.032,4.0,14819000000.0,17413000000.0,0.111,17413000000.0,14819000000.0,14250000000.0,29.02,28.99,29.02,25851000000,24075250000.0,25851000000,50555582454.0,3.0,2.903,9116000000.0,25.464,1.0,15986000000.0,0.102,0,569000000.0,51967000000,50670500000.0,6961000000,0,0.0,0.0,32673000000,14948000000.0,17725000000.0,44307582454.0,-317000000.0,-517000000.0,-5078000000.0,-2038000000.0,-1508000000.0,-8727000000.0,-2423000000.0,-103000000.0,10823000000.0,10000000.0,10941000000.0,10941000000.0,10941000000.0,0.0,471000000.0,0.07,1097000000.0,14889000000.0,10825000000,0.138,1.714,4.05,4.324,30570000000,0.0,125.47,0.282,0.286,10888000000,42512000000.0,157148000000.0,157148000000.0,0.0,0.181,0.454,0.292,0.094,0.0,949000000.0,1.0,353132880,358000000,358000000.0,438.961,60667000000,0,3309000000.0,7195000000,169.461,8747000000.0,0.24426970284908697,0.0318801307085359,0.5834441548879006,0.231290348290428,0.18031638757786153,0.20294891209053956,2.736804568556494
68,VICI,ART,2023-06-30,2023-07-26,2023-06-30,2023-07-26,173670000,42250610000,39746807750.0,,,0.083,23.554,-3163000.0,738793000,738793000,96544000.0,2181162000.0,,0.766,16624197000,,,16624197000,0,4823000.0,0,0.048,1.56,2895472000.0,2900295000.0,0.88,2900295000.0,2895472000.0,2148835000.0,2.21,2.22,2.21,23716716000,22667794500.0,23716716000,49075175912.0,17.0,16.921,2053917000.0,2.04,1.0,3200710000.0,0.971,0,746637000.0,58136014000,54493516000.0,0,40426951000,,,18166035000,,,33189771912.0,258136000.0,-1267005000.0,4581725000.0,102536000.0,-1998026000.0,73940000.0,-1873076000.0,-608043000.0,2057080000.0,192000.0,2144400000.0,2144400000.0,2144400000.0,0.0,36762000.0,0.65,337318000.0,2863392000.0,0,0.706,1.399,15.477,14.819,150727000,0.0,32.75,10.066,10.001,0,518059000.0,3297254000.0,3297254000.0,0.0,0.054,0.095,0.053,0.878,14674000.0,57017000.0,1.0,1013428150,1006893810,1007968422.0,3.275,42250610000,0,4435000.0,0,41.961,,0.06197933524382697,0.04763358778625954,0.7145790595633786,0.06748091603053435,0.04185246332449254,0.06229007633587787,0.3751700502218145
70,VFC,ART,2023-06-30,2023-08-03,2023-06-30,2023-08-03,-1053529000,14043898000,14032956250.0,5213557000.0,8830341000.0,0.815,6.999,-166778000.0,806529000,806529000,5458083000.0,117119000.0,1.366,4.169,7865556000,987256000.0,6878300000.0,7865556000,0,648235000.0,0,0.085,1.61,240681000.0,888916000.0,0.078,888916000.0,240681000.0,43623000.0,0.3,0.3,0.3,2716763000,3008186000.0,2716763000,14463081603.0,60.0,16.27,-300678000.0,-0.775,1.0,5979133000.0,0.523,4614442000,197058000.0,12672048000,11835180750.0,2787021000,0,0.0,0.0,11327135000,3816435000.0,7510700000.0,7404054603.0,279086000.0,0.0,-2753000.0,1281281000.0,-625286000.0,653242000.0,-209096000.0,0.0,-133900000.0,-31160000.0,117119000.0,117119000.0,117119000.0,0.0,0.0,0.01,5723794000.0,255339000.0,1282313000,5.367,2.725,63.218,63.467,2292888000,0.0,19.04,0.647,0.646,1214223000,-60694000.0,11437216000.0,11437216000.0,0.0,0.008,0.039,0.02,0.021,53841000.0,4988785000.0,1.0,388868414,388160000,388160000.0,29.465,9429456000,0,-73496000.0,0,24.293,1397122000.0,-0.0180846856458549,0.08455882352941177,0.36692908759738385,0.015756302521008403,-0.020789345469614993,-0.04070378151260504,-0.3705417871637826
